country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode,ktcode
Estonia,2008,incent10,2,1224,1485,101,1990,2014,incent10_gt2,25,33,12,39,993
Estonia,2008,incent10,3,988,1485,101,1990,2014,incent10_gt3,25,33,12,40,993
Estonia,2008,incent10,4,778,1485,101,1990,2014,incent10_gt4,25,33,12,41,993
Estonia,2008,incent10,5,663,1485,101,1990,2014,incent10_gt5,25,33,12,42,993
Estonia,2008,incent10,6,423,1485,101,1990,2014,incent10_gt6,25,33,12,43,993
Estonia,2008,incent10,7,317,1485,101,1990,2014,incent10_gt7,25,33,12,44,993
Estonia,2008,incent10,8,202,1485,101,1990,2014,incent10_gt8,25,33,12,45,993
Estonia,2008,incent10,9,121,1485,101,1990,2014,incent10_gt9,25,33,12,46,993
Estonia,2008,future.red4,1,496,501,101,1990,2014,future.red4_gt1,25,33,16,53,993
Estonia,2008,future.red4,2,471,501,101,1990,2014,future.red4_gt2,25,33,16,54,993
Estonia,2008,future.red4,3,265,501,101,1990,2014,future.red4_gt3,25,33,16,55,993
Estonia,2009,gov.res5,1,1587,1625,101,1990,2014,gov.res5_gt1,25,34,5,11,994
Estonia,2009,gov.res5,2,1410,1625,101,1990,2014,gov.res5_gt2,25,34,5,12,994
Estonia,2009,gov.res5,3,1113,1625,101,1990,2014,gov.res5_gt3,25,34,5,13,994
Estonia,2009,gov.res5,4,400,1625,101,1990,2014,gov.res5_gt4,25,34,5,14,994
Estonia,2009,grow4,1,718,922,101,1990,2014,grow4_gt1,25,34,17,56,994
Estonia,2009,grow4,2,377,922,101,1990,2014,grow4_gt2,25,34,17,57,994
Estonia,2009,grow4,3,128,922,101,1990,2014,grow4_gt3,25,34,17,58,994
Estonia,2009,incgap4,1,984,994,101,1990,2014,incgap4_gt1,25,34,18,59,994
Estonia,2009,incgap4,2,926,994,101,1990,2014,incgap4_gt2,25,34,18,60,994
Estonia,2009,incgap4,3,750,994,101,1990,2014,incgap4_gt3,25,34,18,61,994
Estonia,2009,redist4,1,897,978,101,1990,2014,redist4_gt1,25,34,19,62,994
Estonia,2009,redist4,2,734,978,101,1990,2014,redist4_gt2,25,34,19,63,994
Estonia,2009,redist4,3,464,978,101,1990,2014,redist4_gt3,25,34,19,64,994
Estonia,2010,gov.res5,1,2708,2758,101,1990,2014,gov.res5_gt1,25,35,5,11,995
Estonia,2010,gov.res5,2,2448,2758,101,1990,2014,gov.res5_gt2,25,35,5,12,995
Estonia,2010,gov.res5,3,2076,2758,101,1990,2014,gov.res5_gt3,25,35,5,13,995
Estonia,2010,gov.res5,4,859,2758,101,1990,2014,gov.res5_gt4,25,35,5,14,995
Estonia,2010,taxshare5,1,983,985,101,1990,2014,taxshare5_gt1,25,35,6,15,995
Estonia,2010,taxshare5,2,972,985,101,1990,2014,taxshare5_gt2,25,35,6,16,995
Estonia,2010,taxshare5,3,667,985,101,1990,2014,taxshare5_gt3,25,35,6,17,995
Estonia,2010,taxshare5,4,247,985,101,1990,2014,taxshare5_gt4,25,35,6,18,995
Estonia,2010,incgap5,1,993,1004,101,1990,2014,incgap5_gt1,25,35,11,34,995
Estonia,2010,incgap5,2,966,1004,101,1990,2014,incgap5_gt2,25,35,11,35,995
Estonia,2010,incgap5,3,930,1004,101,1990,2014,incgap5_gt3,25,35,11,36,995
Estonia,2010,incgap5,4,651,1004,101,1990,2014,incgap5_gt4,25,35,11,37,995
Estonia,2010,grow4,1,720,930,101,1990,2014,grow4_gt1,25,35,17,56,995
Estonia,2010,grow4,2,359,930,101,1990,2014,grow4_gt2,25,35,17,57,995
Estonia,2010,grow4,3,112,930,101,1990,2014,grow4_gt3,25,35,17,58,995
Estonia,2010,incgap4,1,978,991,101,1990,2014,incgap4_gt1,25,35,18,59,995
Estonia,2010,incgap4,2,924,991,101,1990,2014,incgap4_gt2,25,35,18,60,995
Estonia,2010,incgap4,3,723,991,101,1990,2014,incgap4_gt3,25,35,18,61,995
Estonia,2010,redist4,1,892,982,101,1990,2014,redist4_gt1,25,35,19,62,995
Estonia,2010,redist4,2,709,982,101,1990,2014,redist4_gt2,25,35,19,63,995
Estonia,2010,redist4,3,426,982,101,1990,2014,redist4_gt3,25,35,19,64,995
Estonia,2011,incent10,1,1458,1489,101,1990,2014,incent10_gt1,25,36,12,38,996
Estonia,2011,incent10,2,1438,1489,101,1990,2014,incent10_gt2,25,36,12,39,996
Estonia,2011,incent10,3,1373,1489,101,1990,2014,incent10_gt3,25,36,12,40,996
Estonia,2011,incent10,4,1294,1489,101,1990,2014,incent10_gt4,25,36,12,41,996
Estonia,2011,incent10,5,1190,1489,101,1990,2014,incent10_gt5,25,36,12,42,996
Estonia,2011,incent10,6,968,1489,101,1990,2014,incent10_gt6,25,36,12,43,996
Estonia,2011,incent10,7,753,1489,101,1990,2014,incent10_gt7,25,36,12,44,996
Estonia,2011,incent10,8,483,1489,101,1990,2014,incent10_gt8,25,36,12,45,996
Estonia,2011,incent10,9,293,1489,101,1990,2014,incent10_gt9,25,36,12,46,996
Estonia,2012,gov.res5,1,2315,2348,101,1990,2014,gov.res5_gt1,25,37,5,11,997
Estonia,2012,gov.res5,2,2149,2348,101,1990,2014,gov.res5_gt2,25,37,5,12,997
Estonia,2012,gov.res5,3,1876,2348,101,1990,2014,gov.res5_gt3,25,37,5,13,997
Estonia,2012,gov.res5,4,840,2348,101,1990,2014,gov.res5_gt4,25,37,5,14,997
Estonia,2014,gov.res5,1,1985,2010,101,1990,2014,gov.res5_gt1,25,39,5,11,999
Estonia,2014,gov.res5,2,1836,2010,101,1990,2014,gov.res5_gt2,25,39,5,12,999
Estonia,2014,gov.res5,3,1570,2010,101,1990,2014,gov.res5_gt3,25,39,5,13,999
Estonia,2014,gov.res5,4,682,2010,101,1990,2014,gov.res5_gt4,25,39,5,14,999
Slovakia,1990,free.eq2,1,212,385,100,1990,2012,free.eq2_gt1,26,15,3,7,1015
Slovakia,1990,incent10,1,376,464,100,1990,2012,incent10_gt1,26,15,12,38,1015
Slovakia,1990,incent10,2,331,464,100,1990,2012,incent10_gt2,26,15,12,39,1015
Slovakia,1990,incent10,3,233,464,100,1990,2012,incent10_gt3,26,15,12,40,1015
Slovakia,1990,incent10,4,174,464,100,1990,2012,incent10_gt4,26,15,12,41,1015
Slovakia,1990,incent10,5,143,464,100,1990,2012,incent10_gt5,26,15,12,42,1015
Slovakia,1990,incent10,6,98,464,100,1990,2012,incent10_gt6,26,15,12,43,1015
Slovakia,1990,incent10,7,77,464,100,1990,2012,incent10_gt7,26,15,12,44,1015
Slovakia,1990,incent10,8,50,464,100,1990,2012,incent10_gt8,26,15,12,45,1015
Slovakia,1990,incent10,9,31,464,100,1990,2012,incent10_gt9,26,15,12,46,1015
Slovakia,1991,free.eq2,1,394,966,100,1990,2012,free.eq2_gt1,26,16,3,7,1016
Slovakia,1991,incent10,1,888,1054,100,1990,2012,incent10_gt1,26,16,12,38,1016
Slovakia,1991,incent10,2,803,1054,100,1990,2012,incent10_gt2,26,16,12,39,1016
Slovakia,1991,incent10,3,625,1054,100,1990,2012,incent10_gt3,26,16,12,40,1016
Slovakia,1991,incent10,4,500,1054,100,1990,2012,incent10_gt4,26,16,12,41,1016
Slovakia,1991,incent10,5,439,1054,100,1990,2012,incent10_gt5,26,16,12,42,1016
Slovakia,1991,incent10,6,297,1054,100,1990,2012,incent10_gt6,26,16,12,43,1016
Slovakia,1991,incent10,7,242,1054,100,1990,2012,incent10_gt7,26,16,12,44,1016
Slovakia,1991,incent10,8,168,1054,100,1990,2012,incent10_gt8,26,16,12,45,1016
Slovakia,1991,incent10,9,122,1054,100,1990,2012,incent10_gt9,26,16,12,46,1016
Slovakia,1998,gov.res4,1,1165,1224,100,1990,2012,gov.res4_gt1,26,23,4,8,1023
Slovakia,1998,gov.res4,2,1059,1224,100,1990,2012,gov.res4_gt2,26,23,4,9,1023
Slovakia,1998,gov.res4,3,718,1224,100,1990,2012,gov.res4_gt3,26,23,4,10,1023
Slovakia,1998,incent10,1,935,1073,100,1990,2012,incent10_gt1,26,23,12,38,1023
Slovakia,1998,incent10,2,848,1073,100,1990,2012,incent10_gt2,26,23,12,39,1023
Slovakia,1998,incent10,3,715,1073,100,1990,2012,incent10_gt3,26,23,12,40,1023
Slovakia,1998,incent10,4,597,1073,100,1990,2012,incent10_gt4,26,23,12,41,1023
Slovakia,1998,incent10,5,528,1073,100,1990,2012,incent10_gt5,26,23,12,42,1023
Slovakia,1998,incent10,6,428,1073,100,1990,2012,incent10_gt6,26,23,12,43,1023
Slovakia,1998,incent10,7,335,1073,100,1990,2012,incent10_gt7,26,23,12,44,1023
Slovakia,1998,incent10,8,220,1073,100,1990,2012,incent10_gt8,26,23,12,45,1023
Slovakia,1998,incent10,9,145,1073,100,1990,2012,incent10_gt9,26,23,12,46,1023
Slovakia,1999,free.eq2,1,298,1064,100,1990,2012,free.eq2_gt1,26,24,3,7,1024
Slovakia,1999,gov.res5,1,1042,1082,100,1990,2012,gov.res5_gt1,26,24,5,11,1024
Slovakia,1999,gov.res5,2,976,1082,100,1990,2012,gov.res5_gt2,26,24,5,12,1024
Slovakia,1999,gov.res5,3,817,1082,100,1990,2012,gov.res5_gt3,26,24,5,13,1024
Slovakia,1999,gov.res5,4,481,1082,100,1990,2012,gov.res5_gt4,26,24,5,14,1024
Slovakia,1999,grow5,1,535,1082,100,1990,2012,grow5_gt1,26,24,10,30,1024
Slovakia,1999,grow5,2,273,1082,100,1990,2012,grow5_gt2,26,24,10,31,1024
Slovakia,1999,grow5,3,151,1082,100,1990,2012,grow5_gt3,26,24,10,32,1024
Slovakia,1999,grow5,4,84,1082,100,1990,2012,grow5_gt4,26,24,10,33,1024
Slovakia,1999,incgap5,1,1076,1082,100,1990,2012,incgap5_gt1,26,24,11,34,1024
Slovakia,1999,incgap5,2,1063,1082,100,1990,2012,incgap5_gt2,26,24,11,35,1024
Slovakia,1999,incgap5,3,1014,1082,100,1990,2012,incgap5_gt3,26,24,11,36,1024
Slovakia,1999,incgap5,4,801,1082,100,1990,2012,incgap5_gt4,26,24,11,37,1024
Slovakia,2004,gov.res5,1,1441,1459,100,1990,2012,gov.res5_gt1,26,29,5,11,1029
Slovakia,2004,gov.res5,2,1305,1459,100,1990,2012,gov.res5_gt2,26,29,5,12,1029
Slovakia,2004,gov.res5,3,1113,1459,100,1990,2012,gov.res5_gt3,26,29,5,13,1029
Slovakia,2004,gov.res5,4,370,1459,100,1990,2012,gov.res5_gt4,26,29,5,14,1029
Slovakia,2006,gov.res5,1,1685,1726,100,1990,2012,gov.res5_gt1,26,31,5,11,1031
Slovakia,2006,gov.res5,2,1523,1726,100,1990,2012,gov.res5_gt2,26,31,5,12,1031
Slovakia,2006,gov.res5,3,1278,1726,100,1990,2012,gov.res5_gt3,26,31,5,13,1031
Slovakia,2006,gov.res5,4,569,1726,100,1990,2012,gov.res5_gt4,26,31,5,14,1031
Slovakia,2008,free.eq2,1,470,1206,100,1990,2012,free.eq2_gt1,26,33,3,7,1033
Slovakia,2008,gov.res5,1,1699,1767,100,1990,2012,gov.res5_gt1,26,33,5,11,1033
Slovakia,2008,gov.res5,2,1490,1767,100,1990,2012,gov.res5_gt2,26,33,5,12,1033
Slovakia,2008,gov.res5,3,1196,1767,100,1990,2012,gov.res5_gt3,26,33,5,13,1033
Slovakia,2008,gov.res5,4,517,1767,100,1990,2012,gov.res5_gt4,26,33,5,14,1033
Slovakia,2008,incent10,1,1312,1448,100,1990,2012,incent10_gt1,26,33,12,38,1033
Slovakia,2008,incent10,2,1206,1448,100,1990,2012,incent10_gt2,26,33,12,39,1033
Slovakia,2008,incent10,3,1053,1448,100,1990,2012,incent10_gt3,26,33,12,40,1033
Slovakia,2008,incent10,4,953,1448,100,1990,2012,incent10_gt4,26,33,12,41,1033
Slovakia,2008,incent10,5,849,1448,100,1990,2012,incent10_gt5,26,33,12,42,1033
Slovakia,2008,incent10,6,634,1448,100,1990,2012,incent10_gt6,26,33,12,43,1033
Slovakia,2008,incent10,7,481,1448,100,1990,2012,incent10_gt7,26,33,12,44,1033
Slovakia,2008,incent10,8,278,1448,100,1990,2012,incent10_gt8,26,33,12,45,1033
Slovakia,2008,incent10,9,108,1448,100,1990,2012,incent10_gt9,26,33,12,46,1033
Slovakia,2008,future.red4,1,1001,1010,100,1990,2012,future.red4_gt1,26,33,16,53,1033
Slovakia,2008,future.red4,2,947,1010,100,1990,2012,future.red4_gt2,26,33,16,54,1033
Slovakia,2008,future.red4,3,453,1010,100,1990,2012,future.red4_gt3,26,33,16,55,1033
Slovakia,2009,gov.res5,1,1104,1128,100,1990,2012,gov.res5_gt1,26,34,5,11,1034
Slovakia,2009,gov.res5,2,1039,1128,100,1990,2012,gov.res5_gt2,26,34,5,12,1034
Slovakia,2009,gov.res5,3,869,1128,100,1990,2012,gov.res5_gt3,26,34,5,13,1034
Slovakia,2009,gov.res5,4,439,1128,100,1990,2012,gov.res5_gt4,26,34,5,14,1034
Slovakia,2009,grow4,1,911,1004,100,1990,2012,grow4_gt1,26,34,17,56,1034
Slovakia,2009,grow4,2,578,1004,100,1990,2012,grow4_gt2,26,34,17,57,1034
Slovakia,2009,grow4,3,185,1004,100,1990,2012,grow4_gt3,26,34,17,58,1034
Slovakia,2009,incgap4,1,1040,1048,100,1990,2012,incgap4_gt1,26,34,18,59,1034
Slovakia,2009,incgap4,2,1002,1048,100,1990,2012,incgap4_gt2,26,34,18,60,1034
Slovakia,2009,incgap4,3,621,1048,100,1990,2012,incgap4_gt3,26,34,18,61,1034
Slovakia,2009,redist4,1,977,1028,100,1990,2012,redist4_gt1,26,34,19,62,1034
Slovakia,2009,redist4,2,816,1028,100,1990,2012,redist4_gt2,26,34,19,63,1034
Slovakia,2009,redist4,3,365,1028,100,1990,2012,redist4_gt3,26,34,19,64,1034
Slovakia,2010,gov.res5,1,1798,1832,100,1990,2012,gov.res5_gt1,26,35,5,11,1035
Slovakia,2010,gov.res5,2,1643,1832,100,1990,2012,gov.res5_gt2,26,35,5,12,1035
Slovakia,2010,gov.res5,3,1412,1832,100,1990,2012,gov.res5_gt3,26,35,5,13,1035
Slovakia,2010,gov.res5,4,700,1832,100,1990,2012,gov.res5_gt4,26,35,5,14,1035
Slovakia,2010,grow4,1,889,960,100,1990,2012,grow4_gt1,26,35,17,56,1035
Slovakia,2010,grow4,2,596,960,100,1990,2012,grow4_gt2,26,35,17,57,1035
Slovakia,2010,grow4,3,173,960,100,1990,2012,grow4_gt3,26,35,17,58,1035
Slovakia,2010,incgap4,1,999,1010,100,1990,2012,incgap4_gt1,26,35,18,59,1035
Slovakia,2010,incgap4,2,959,1010,100,1990,2012,incgap4_gt2,26,35,18,60,1035
Slovakia,2010,incgap4,3,617,1010,100,1990,2012,incgap4_gt3,26,35,18,61,1035
Slovakia,2010,redist4,1,958,987,100,1990,2012,redist4_gt1,26,35,19,62,1035
Slovakia,2010,redist4,2,854,987,100,1990,2012,redist4_gt2,26,35,19,63,1035
Slovakia,2010,redist4,3,379,987,100,1990,2012,redist4_gt3,26,35,19,64,1035
Slovakia,2012,gov.res5,1,1788,1829,100,1990,2012,gov.res5_gt1,26,37,5,11,1037
Slovakia,2012,gov.res5,2,1620,1829,100,1990,2012,gov.res5_gt2,26,37,5,12,1037
Slovakia,2012,gov.res5,3,1318,1829,100,1990,2012,gov.res5_gt3,26,37,5,13,1037
Slovakia,2012,gov.res5,4,653,1829,100,1990,2012,gov.res5_gt4,26,37,5,14,1037
Cyprus,1996,gov.res4,1,950,969,99,1996,2012,gov.res4_gt1,27,21,4,8,1061
Cyprus,1996,gov.res4,2,796,969,99,1996,2012,gov.res4_gt2,27,21,4,9,1061
Cyprus,1996,gov.res4,3,250,969,99,1996,2012,gov.res4_gt3,27,21,4,10,1061
Cyprus,1996,gov.res5,1,869,894,99,1996,2012,gov.res5_gt1,27,21,5,11,1061
Cyprus,1996,gov.res5,2,801,894,99,1996,2012,gov.res5_gt2,27,21,5,12,1061
Cyprus,1996,gov.res5,3,490,894,99,1996,2012,gov.res5_gt3,27,21,5,13,1061
Cyprus,1996,gov.res5,4,165,894,99,1996,2012,gov.res5_gt4,27,21,5,14,1061
Cyprus,1999,gov.res4,1,865,955,99,1996,2012,gov.res4_gt1,27,24,4,8,1064
Cyprus,1999,gov.res4,2,726,955,99,1996,2012,gov.res4_gt2,27,24,4,9,1064
Cyprus,1999,gov.res4,3,403,955,99,1996,2012,gov.res4_gt3,27,24,4,10,1064
Cyprus,1999,gov.res5,1,986,1000,99,1996,2012,gov.res5_gt1,27,24,5,11,1064
Cyprus,1999,gov.res5,2,809,1000,99,1996,2012,gov.res5_gt2,27,24,5,12,1064
Cyprus,1999,gov.res5,3,580,1000,99,1996,2012,gov.res5_gt3,27,24,5,13,1064
Cyprus,1999,gov.res5,4,148,1000,99,1996,2012,gov.res5_gt4,27,24,5,14,1064
Cyprus,1999,grow5,1,777,1000,99,1996,2012,grow5_gt1,27,24,10,30,1064
Cyprus,1999,grow5,2,300,1000,99,1996,2012,grow5_gt2,27,24,10,31,1064
Cyprus,1999,grow5,3,90,1000,99,1996,2012,grow5_gt3,27,24,10,32,1064
Cyprus,1999,grow5,4,28,1000,99,1996,2012,grow5_gt4,27,24,10,33,1064
Cyprus,1999,incgap5,1,999,1000,99,1996,2012,incgap5_gt1,27,24,11,34,1064
Cyprus,1999,incgap5,2,877,1000,99,1996,2012,incgap5_gt2,27,24,11,35,1064
Cyprus,1999,incgap5,3,664,1000,99,1996,2012,incgap5_gt3,27,24,11,36,1064
Cyprus,1999,incgap5,4,143,1000,99,1996,2012,incgap5_gt4,27,24,11,37,1064
Cyprus,2006,gov.res5,1,945,950,99,1996,2012,gov.res5_gt1,27,31,5,11,1071
Cyprus,2006,gov.res5,2,901,950,99,1996,2012,gov.res5_gt2,27,31,5,12,1071
Cyprus,2006,gov.res5,3,815,950,99,1996,2012,gov.res5_gt3,27,31,5,13,1071
Cyprus,2006,gov.res5,4,271,950,99,1996,2012,gov.res5_gt4,27,31,5,14,1071
Cyprus,2006,incent10,1,968,1046,99,1996,2012,incent10_gt1,27,31,12,38,1071
Cyprus,2006,incent10,2,902,1046,99,1996,2012,incent10_gt2,27,31,12,39,1071
Cyprus,2006,incent10,3,767,1046,99,1996,2012,incent10_gt3,27,31,12,40,1071
Cyprus,2006,incent10,4,638,1046,99,1996,2012,incent10_gt4,27,31,12,41,1071
Cyprus,2006,incent10,5,525,1046,99,1996,2012,incent10_gt5,27,31,12,42,1071
Cyprus,2006,incent10,6,399,1046,99,1996,2012,incent10_gt6,27,31,12,43,1071
Cyprus,2006,incent10,7,343,1046,99,1996,2012,incent10_gt7,27,31,12,44,1071
Cyprus,2006,incent10,8,248,1046,99,1996,2012,incent10_gt8,27,31,12,45,1071
Cyprus,2006,incent10,9,191,1046,99,1996,2012,incent10_gt9,27,31,12,46,1071
Cyprus,2008,free.eq2,1,418,903,99,1996,2012,free.eq2_gt1,27,33,3,7,1073
Cyprus,2008,gov.res5,1,1160,1173,99,1996,2012,gov.res5_gt1,27,33,5,11,1073
Cyprus,2008,gov.res5,2,1059,1173,99,1996,2012,gov.res5_gt2,27,33,5,12,1073
Cyprus,2008,gov.res5,3,936,1173,99,1996,2012,gov.res5_gt3,27,33,5,13,1073
Cyprus,2008,gov.res5,4,401,1173,99,1996,2012,gov.res5_gt4,27,33,5,14,1073
Cyprus,2008,incent10,1,857,939,99,1996,2012,incent10_gt1,27,33,12,38,1073
Cyprus,2008,incent10,2,803,939,99,1996,2012,incent10_gt2,27,33,12,39,1073
Cyprus,2008,incent10,3,711,939,99,1996,2012,incent10_gt3,27,33,12,40,1073
Cyprus,2008,incent10,4,620,939,99,1996,2012,incent10_gt4,27,33,12,41,1073
Cyprus,2008,incent10,5,520,939,99,1996,2012,incent10_gt5,27,33,12,42,1073
Cyprus,2008,incent10,6,388,939,99,1996,2012,incent10_gt6,27,33,12,43,1073
Cyprus,2008,incent10,7,329,939,99,1996,2012,incent10_gt7,27,33,12,44,1073
Cyprus,2008,incent10,8,268,939,99,1996,2012,incent10_gt8,27,33,12,45,1073
Cyprus,2008,incent10,9,211,939,99,1996,2012,incent10_gt9,27,33,12,46,1073
Cyprus,2008,future.red4,1,500,502,99,1996,2012,future.red4_gt1,27,33,16,53,1073
Cyprus,2008,future.red4,2,471,502,99,1996,2012,future.red4_gt2,27,33,16,54,1073
Cyprus,2008,future.red4,3,151,502,99,1996,2012,future.red4_gt3,27,33,16,55,1073
Cyprus,2009,gov.res5,1,919,953,99,1996,2012,gov.res5_gt1,27,34,5,11,1074
Cyprus,2009,gov.res5,2,817,953,99,1996,2012,gov.res5_gt2,27,34,5,12,1074
Cyprus,2009,gov.res5,3,649,953,99,1996,2012,gov.res5_gt3,27,34,5,13,1074
Cyprus,2009,gov.res5,4,194,953,99,1996,2012,gov.res5_gt4,27,34,5,14,1074
Cyprus,2009,taxshare5,1,923,935,99,1996,2012,taxshare5_gt1,27,34,6,15,1074
Cyprus,2009,taxshare5,2,889,935,99,1996,2012,taxshare5_gt2,27,34,6,16,1074
Cyprus,2009,taxshare5,3,597,935,99,1996,2012,taxshare5_gt3,27,34,6,17,1074
Cyprus,2009,taxshare5,4,144,935,99,1996,2012,taxshare5_gt4,27,34,6,18,1074
Cyprus,2009,incgap5,1,904,950,99,1996,2012,incgap5_gt1,27,34,11,34,1074
Cyprus,2009,incgap5,2,803,950,99,1996,2012,incgap5_gt2,27,34,11,35,1074
Cyprus,2009,incgap5,3,637,950,99,1996,2012,incgap5_gt3,27,34,11,36,1074
Cyprus,2009,incgap5,4,250,950,99,1996,2012,incgap5_gt4,27,34,11,37,1074
Cyprus,2009,grow4,1,416,468,99,1996,2012,grow4_gt1,27,34,17,56,1074
Cyprus,2009,grow4,2,345,468,99,1996,2012,grow4_gt2,27,34,17,57,1074
Cyprus,2009,grow4,3,157,468,99,1996,2012,grow4_gt3,27,34,17,58,1074
Cyprus,2009,incgap4,1,502,503,99,1996,2012,incgap4_gt1,27,34,18,59,1074
Cyprus,2009,incgap4,2,480,503,99,1996,2012,incgap4_gt2,27,34,18,60,1074
Cyprus,2009,incgap4,3,351,503,99,1996,2012,incgap4_gt3,27,34,18,61,1074
Cyprus,2009,redist4,1,486,498,99,1996,2012,redist4_gt1,27,34,19,62,1074
Cyprus,2009,redist4,2,458,498,99,1996,2012,redist4_gt2,27,34,19,63,1074
Cyprus,2009,redist4,3,345,498,99,1996,2012,redist4_gt3,27,34,19,64,1074
Cyprus,2010,grow4,1,437,487,99,1996,2012,grow4_gt1,27,35,17,56,1075
Cyprus,2010,grow4,2,327,487,99,1996,2012,grow4_gt2,27,35,17,57,1075
Cyprus,2010,grow4,3,150,487,99,1996,2012,grow4_gt3,27,35,17,58,1075
Cyprus,2010,incgap4,1,498,500,99,1996,2012,incgap4_gt1,27,35,18,59,1075
Cyprus,2010,incgap4,2,467,500,99,1996,2012,incgap4_gt2,27,35,18,60,1075
Cyprus,2010,incgap4,3,338,500,99,1996,2012,incgap4_gt3,27,35,18,61,1075
Cyprus,2010,redist4,1,482,500,99,1996,2012,redist4_gt1,27,35,19,62,1075
Cyprus,2010,redist4,2,452,500,99,1996,2012,redist4_gt2,27,35,19,63,1075
Cyprus,2010,redist4,3,338,500,99,1996,2012,redist4_gt3,27,35,19,64,1075
Cyprus,2011,gov.res5,1,1054,1062,99,1996,2012,gov.res5_gt1,27,36,5,11,1076
Cyprus,2011,gov.res5,2,1010,1062,99,1996,2012,gov.res5_gt2,27,36,5,12,1076
Cyprus,2011,gov.res5,3,922,1062,99,1996,2012,gov.res5_gt3,27,36,5,13,1076
Cyprus,2011,gov.res5,4,474,1062,99,1996,2012,gov.res5_gt4,27,36,5,14,1076
Cyprus,2011,incent10,1,953,986,99,1996,2012,incent10_gt1,27,36,12,38,1076
Cyprus,2011,incent10,2,938,986,99,1996,2012,incent10_gt2,27,36,12,39,1076
Cyprus,2011,incent10,3,891,986,99,1996,2012,incent10_gt3,27,36,12,40,1076
Cyprus,2011,incent10,4,831,986,99,1996,2012,incent10_gt4,27,36,12,41,1076
Cyprus,2011,incent10,5,776,986,99,1996,2012,incent10_gt5,27,36,12,42,1076
Cyprus,2011,incent10,6,640,986,99,1996,2012,incent10_gt6,27,36,12,43,1076
Cyprus,2011,incent10,7,563,986,99,1996,2012,incent10_gt7,27,36,12,44,1076
Cyprus,2011,incent10,8,469,986,99,1996,2012,incent10_gt8,27,36,12,45,1076
Cyprus,2011,incent10,9,372,986,99,1996,2012,incent10_gt9,27,36,12,46,1076
Cyprus,2012,gov.res5,1,1065,1089,99,1996,2012,gov.res5_gt1,27,37,5,11,1077
Cyprus,2012,gov.res5,2,1005,1089,99,1996,2012,gov.res5_gt2,27,37,5,12,1077
Cyprus,2012,gov.res5,3,887,1089,99,1996,2012,gov.res5_gt3,27,37,5,13,1077
Cyprus,2012,gov.res5,4,426,1089,99,1996,2012,gov.res5_gt4,27,37,5,14,1077
Latvia,1990,free.eq2,1,256,719,99,1990,2011,free.eq2_gt1,28,15,3,7,1095
Latvia,1990,incent10,1,542,794,99,1990,2011,incent10_gt1,28,15,12,38,1095
Latvia,1990,incent10,2,449,794,99,1990,2011,incent10_gt2,28,15,12,39,1095
Latvia,1990,incent10,3,328,794,99,1990,2011,incent10_gt3,28,15,12,40,1095
Latvia,1990,incent10,4,253,794,99,1990,2011,incent10_gt4,28,15,12,41,1095
Latvia,1990,incent10,5,204,794,99,1990,2011,incent10_gt5,28,15,12,42,1095
Latvia,1990,incent10,6,117,794,99,1990,2011,incent10_gt6,28,15,12,43,1095
Latvia,1990,incent10,7,101,794,99,1990,2011,incent10_gt7,28,15,12,44,1095
Latvia,1990,incent10,8,82,794,99,1990,2011,incent10_gt8,28,15,12,45,1095
Latvia,1990,incent10,9,65,794,99,1990,2011,incent10_gt9,28,15,12,46,1095
Latvia,1996,gov.res4,1,1236,1394,99,1990,2011,gov.res4_gt1,28,21,4,8,1101
Latvia,1996,gov.res4,2,1007,1394,99,1990,2011,gov.res4_gt2,28,21,4,9,1101
Latvia,1996,gov.res4,3,537,1394,99,1990,2011,gov.res4_gt3,28,21,4,10,1101
Latvia,1996,gov.res5,1,1272,1370,99,1990,2011,gov.res5_gt1,28,21,5,11,1101
Latvia,1996,gov.res5,2,918,1370,99,1990,2011,gov.res5_gt2,28,21,5,12,1101
Latvia,1996,gov.res5,3,698,1370,99,1990,2011,gov.res5_gt3,28,21,5,13,1101
Latvia,1996,gov.res5,4,205,1370,99,1990,2011,gov.res5_gt4,28,21,5,14,1101
Latvia,1996,incent10,1,1027,1167,99,1990,2011,incent10_gt1,28,21,12,38,1101
Latvia,1996,incent10,2,919,1167,99,1990,2011,incent10_gt2,28,21,12,39,1101
Latvia,1996,incent10,3,704,1167,99,1990,2011,incent10_gt3,28,21,12,40,1101
Latvia,1996,incent10,4,529,1167,99,1990,2011,incent10_gt4,28,21,12,41,1101
Latvia,1996,incent10,5,421,1167,99,1990,2011,incent10_gt5,28,21,12,42,1101
Latvia,1996,incent10,6,247,1167,99,1990,2011,incent10_gt6,28,21,12,43,1101
Latvia,1996,incent10,7,157,1167,99,1990,2011,incent10_gt7,28,21,12,44,1101
Latvia,1996,incent10,8,79,1167,99,1990,2011,incent10_gt8,28,21,12,45,1101
Latvia,1996,incent10,9,39,1167,99,1990,2011,incent10_gt9,28,21,12,46,1101
Latvia,1998,gov.res4,1,1028,1136,99,1990,2011,gov.res4_gt1,28,23,4,8,1103
Latvia,1998,gov.res4,2,766,1136,99,1990,2011,gov.res4_gt2,28,23,4,9,1103
Latvia,1998,gov.res4,3,374,1136,99,1990,2011,gov.res4_gt3,28,23,4,10,1103
